Song,Artist,Date,Streams,Rank,Country
Epilogue,IU,2021-05-14,"1,498",126,"Korea, Republic of"
Savage Love (Laxed – Siren Beat) [BTS Remix],"Jawsh 685, Jason Derulo",2021-05-14,"1,494",127,"Korea, Republic of"
Straightenin,Migos,2021-05-14,"1,492",128,"Korea, Republic of"
Life is a Bi…,BIBI,2021-05-14,"1,491",129,"Korea, Republic of"
Pretty Savage,BLACKPINK,2021-05-14,"1,491",130,"Korea, Republic of"
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-05-14,"1,489",131,"Korea, Republic of"
Come Through (feat. Chris Brown),H.E.R.,2021-05-14,"1,484",132,"Korea, Republic of"
Psycho,Red Velvet,2021-05-14,"1,481",133,"Korea, Republic of"
parachute,John K,2021-05-14,"1,471",134,"Korea, Republic of"
Astronomy,Conan Gray,2021-05-14,"1,470",135,"Korea, Republic of"
BED,"Joel Corry, RAYE, David Guetta",2021-05-14,"1,460",136,"Korea, Republic of"
Bambi,BAEKHYUN,2021-05-14,"1,455",137,"Korea, Republic of"
Like Water,WENDY,2021-05-14,"1,453",138,"Korea, Republic of"
Telepathy,BTS,2021-05-14,"1,451",139,"Korea, Republic of"
"10,000 Hours (with Justin Bieber)",Dan + Shay,2021-05-14,"1,446",140,"Korea, Republic of"
ON,BTS,2021-05-14,"1,441",141,"Korea, Republic of"
Say So,Doja Cat,2021-05-14,"1,428",142,"Korea, Republic of"
Two Days,The Black Skirts,2021-05-14,"1,422",143,"Korea, Republic of"
WITHOUT YOU (with Miley Cyrus),The Kid LAROI,2021-05-14,"1,420",144,"Korea, Republic of"
My doll,OH MY GIRL,2021-05-14,"1,419",145,"Korea, Republic of"
Bang!,AJR,2021-05-14,"1,415",146,"Korea, Republic of"
"How can I love the heartbreak, you're the one I love",AKMU,2021-05-14,"1,413",147,"Korea, Republic of"
for lovers who hesitate,JANNABI,2021-05-14,"1,412",148,"Korea, Republic of"
i'm so tired...,"Lauv, Troye Sivan",2021-05-14,"1,403",149,"Korea, Republic of"
All I Wanna Do (K) (Feat. Hoody & Loco),Jay Park,2021-05-14,"1,394",150,"Korea, Republic of"
Don't (feat. RM),eAeon,2021-05-14,"1,388",151,"Korea, Republic of"
WANNABE,ITZY,2021-05-14,"1,379",152,"Korea, Republic of"
Symphony (feat. Zara Larsson),Clean Bandit,2021-05-14,"1,372",153,"Korea, Republic of"
SO BAD,STAYC,2021-05-14,"1,361",154,"Korea, Republic of"
Be Kind (with Halsey),Marshmello,2021-05-14,"1,353",155,"Korea, Republic of"
Electric,Katy Perry,2021-05-14,"1,349",156,"Korea, Republic of"
Filter,BTS,2021-05-14,"1,348",157,"Korea, Republic of"
beside you,keshi,2021-05-14,"1,344",158,"Korea, Republic of"
pov,Ariana Grande,2021-05-14,"1,337",159,"Korea, Republic of"
Adore You,Harry Styles,2021-05-14,"1,336",160,"Korea, Republic of"
Fly To My Room,BTS,2021-05-14,"1,323",161,"Korea, Republic of"
Love Yourself,Justin Bieber,2021-05-14,"1,315",162,"Korea, Republic of"
Through the Night,IU,2021-05-14,"1,312",163,"Korea, Republic of"
WITHOUT YOU,The Kid LAROI,2021-05-14,"1,310",164,"Korea, Republic of"
FRIENDS,"lIlBOI, Wonstein",2021-05-14,"1,310",165,"Korea, Republic of"
夜に駆ける,YOASOBI,2021-05-14,"1,304",166,"Korea, Republic of"
Never Not,Lauv,2021-05-14,"1,302",167,"Korea, Republic of"
Closer,"The Chainsmokers, Halsey",2021-05-14,"1,296",168,"Korea, Republic of"
Seeing Green (with Drake & Lil Wayne),Nicki Minaj,2021-05-14,"1,295",169,"Korea, Republic of"
Swan,OH MY GIRL,2021-05-14,"1,292",170,"Korea, Republic of"
Believers,"Alan Walker, Conor Maynard",2021-05-14,"1,287",171,"Korea, Republic of"
Ice Cream (with Selena Gomez),BLACKPINK,2021-05-14,"1,283",172,"Korea, Republic of"
Little Bit of Love,Tom Grennan,2021-05-14,"1,282",173,"Korea, Republic of"
Hi spring Bye,IU,2021-05-14,"1,280",174,"Korea, Republic of"
Closed Ending,SHAUN,2021-05-14,"1,271",175,"Korea, Republic of"
Stay,BTS,2021-05-14,"1,265",176,"Korea, Republic of"
We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,Martin Garrix,2021-05-14,"1,264",177,"Korea, Republic of"
TAIL,SUNMI,2021-05-14,"1,260",178,"Korea, Republic of"
Palette (feat. G-DRAGON),IU,2021-05-14,"1,256",179,"Korea, Republic of"
Shape of You,Ed Sheeran,2021-05-14,"1,253",180,"Korea, Republic of"
Arcade,Duncan Laurence,2021-05-14,"1,249",181,"Korea, Republic of"
Lonely (with benny blanco),Justin Bieber,2021-05-14,"1,246",182,"Korea, Republic of"
Bicycle,CHUNG HA,2021-05-14,"1,241",183,"Korea, Republic of"
Falling,Harry Styles,2021-05-14,"1,238",184,"Korea, Republic of"
Dis-ease,BTS,2021-05-14,"1,237",185,"Korea, Republic of"
Strawberries & Cigarettes,Troye Sivan,2021-05-14,"1,233",186,"Korea, Republic of"
As If It's Your Last,BLACKPINK,2021-05-14,"1,232",187,"Korea, Republic of"
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,2021-05-14,"1,231",188,"Korea, Republic of"
친구,BTS,2021-05-14,"1,230",189,"Korea, Republic of"
Paris in the Rain,Lauv,2021-05-14,"1,229",190,"Korea, Republic of"
Mikrokosmos,BTS,2021-05-14,"1,227",191,"Korea, Republic of"
Overdrive,Conan Gray,2021-05-14,"1,227",192,"Korea, Republic of"
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,2021-05-14,"1,208",193,"Korea, Republic of"
Spring Day,BTS,2021-05-14,"1,206",194,"Korea, Republic of"
Señorita,"Shawn Mendes, Camila Cabello",2021-05-14,"1,204",195,"Korea, Republic of"
UNNATURAL,WJSN,2021-05-14,"1,203",196,"Korea, Republic of"
Runaway,AURORA,2021-05-14,"1,196",197,"Korea, Republic of"
Rain On Me (with Ariana Grande),Lady Gaga,2021-05-14,"1,189",198,"Korea, Republic of"
Youngblood,5 Seconds of Summer,2021-05-14,"1,185",199,"Korea, Republic of"
Blueberry Eyes (feat. SUGA of BTS),MAX,2021-05-14,"1,181",200,"Korea, Republic of"
Next Level,aespa,2021-05-19,"26,478",1,"Korea, Republic of"
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2021-05-19,"13,093",2,"Korea, Republic of"
Dun Dun Dance,OH MY GIRL,2021-05-19,"12,795",3,"Korea, Republic of"
Kiss Me More (feat. SZA),Doja Cat,2021-05-19,"8,756",4,"Korea, Republic of"
ASAP,STAYC,2021-05-19,"7,929",5,"Korea, Republic of"
LILAC,IU,2021-05-19,"7,777",6,"Korea, Republic of"
Hot Sauce,NCT DREAM,2021-05-19,"7,518",7,"Korea, Republic of"
In the morning,ITZY,2021-05-19,"7,243",8,"Korea, Republic of"
Dynamite,BTS,2021-05-19,"6,622",9,"Korea, Republic of"
Levitating (feat. DaBaby),Dua Lipa,2021-05-19,"6,370",10,"Korea, Republic of"
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-05-19,"6,305",11,"Korea, Republic of"
Rollin',Brave Girls,2021-05-19,"6,107",12,"Korea, Republic of"
good 4 u,Olivia Rodrigo,2021-05-19,"5,956",13,"Korea, Republic of"
Celebrity,IU,2021-05-19,"5,788",14,"Korea, Republic of"
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,2021-05-19,"5,167",15,"Korea, Republic of"
MONTERO (Call Me By Your Name),Lil Nas X,2021-05-19,"5,141",16,"Korea, Republic of"
Hold On,Justin Bieber,2021-05-19,"5,007",17,"Korea, Republic of"
On The Ground,ROSÉ,2021-05-19,"4,926",18,"Korea, Republic of"
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,2021-05-19,"4,643",19,"Korea, Republic of"
Advice,TAEMIN,2021-05-19,"4,634",20,"Korea, Republic of"
We Ride,Brave Girls,2021-05-19,"4,098",21,"Korea, Republic of"
Black Mamba,aespa,2021-05-19,"3,936",22,"Korea, Republic of"
Astronaut In The Ocean,Masked Wolf,2021-05-19,"3,914",23,"Korea, Republic of"
Heartbreak Anniversary,Giveon,2021-05-19,"3,909",24,"Korea, Republic of"
Dive Into You,NCT DREAM,2021-05-19,"3,898",25,"Korea, Republic of"
deja vu,Olivia Rodrigo,2021-05-19,"3,792",26,"Korea, Republic of"
MELODY,ASH ISLAND,2021-05-19,"3,728",27,"Korea, Republic of"
Your Power,Billie Eilish,2021-05-19,"3,695",28,"Korea, Republic of"
Life Goes On,BTS,2021-05-19,"3,555",29,"Korea, Republic of"
Lovesick Girls,BLACKPINK,2021-05-19,"3,549",30,"Korea, Republic of"
Coin,IU,2021-05-19,"3,450",31,"Korea, Republic of"
eight(Prod.&Feat. SUGA of BTS),IU,2021-05-19,"3,417",32,"Korea, Republic of"
Off My Face,Justin Bieber,2021-05-19,"3,387",33,"Korea, Republic of"
After School,Weeekly,2021-05-19,"3,228",34,"Korea, Republic of"
LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,2021-05-19,"3,119",35,"Korea, Republic of"
Blueming,IU,2021-05-19,"3,005",36,"Korea, Republic of"
Blinding Lights,The Weeknd,2021-05-19,"2,938",37,"Korea, Republic of"
Build a Bitch,Bella Poarch,2021-05-19,"2,896",38,"Korea, Republic of"
At My Worst,Pink Sweat$,2021-05-19,"2,839",39,"Korea, Republic of"
상상더하기,LABOUM,2021-05-19,"2,794",40,"Korea, Republic of"
Ah puh,IU,2021-05-19,"2,721",41,"Korea, Republic of"
Boy With Luv (feat. Halsey),BTS,2021-05-19,"2,704",42,"Korea, Republic of"
You,"Regard, Troye Sivan, Tate McRae",2021-05-19,"2,662",43,"Korea, Republic of"
Timeless,SG Wannabe,2021-05-19,"2,632",44,"Korea, Republic of"
Higher Power,Coldplay,2021-05-19,"2,630",45,"Korea, Republic of"
"Siren Remix (Feat. UNEDUCATED KID, Paul Blanco)",homieduel,2021-05-19,"2,585",46,"Korea, Republic of"
Holy (feat. Chance The Rapper),Justin Bieber,2021-05-19,"2,549",47,"Korea, Republic of"
m y . l i f e (with 21 Savage & Morray),J. Cole,2021-05-19,"2,536",48,"Korea, Republic of"
Sleepless in Seoul (Feat. LEE SUHYUN),10cm,2021-05-19,"2,523",49,"Korea, Republic of"
My Youth,NCT DREAM,2021-05-19,"2,498",50,"Korea, Republic of"
"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",DJ Khaled,2021-05-19,"2,488",51,"Korea, Republic of"
RAPSTAR,Polo G,2021-05-19,"2,483",52,"Korea, Republic of"
drivers license,Olivia Rodrigo,2021-05-19,"2,467",53,"Korea, Republic of"
Up,Cardi B,2021-05-19,"2,456",54,"Korea, Republic of"
Anyone,Justin Bieber,2021-05-19,"2,430",55,"Korea, Republic of"
Gone,ROSÉ,2021-05-19,"2,360",56,"Korea, Republic of"
Irreplaceable,NCT DREAM,2021-05-19,"2,354",57,"Korea, Republic of"
Run,OneRepublic,2021-05-19,"2,307",58,"Korea, Republic of"
Mood (feat. iann dior),24kGoldn,2021-05-19,"2,295",59,"Korea, Republic of"
34+35,Ariana Grande,2021-05-19,"2,272",60,"Korea, Republic of"
Watermelon Sugar,Harry Styles,2021-05-19,"2,269",61,"Korea, Republic of"
사이렌,homieduel,2021-05-19,"2,254",62,"Korea, Republic of"
Don't Start Now,Dua Lipa,2021-05-19,"2,253",63,"Korea, Republic of"
How You Like That,BLACKPINK,2021-05-19,"2,212",64,"Korea, Republic of"
Diggity,NCT DREAM,2021-05-19,"2,141",65,"Korea, Republic of"
a m a r i,J. Cole,2021-05-19,"2,122",66,"Korea, Republic of"
Dolphin,OH MY GIRL,2021-05-19,"2,086",67,"Korea, Republic of"
We're Good,Dua Lipa,2021-05-19,"2,083",68,"Korea, Republic of"
Don't Call Me,SHINee,2021-05-19,"2,080",69,"Korea, Republic of"
If I could tell you,"TAEMIN, TAEYEON",2021-05-19,"2,079",70,"Korea, Republic of"
p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,2021-05-19,"2,021",71,"Korea, Republic of"
Drunk-Dazed,ENHYPEN,2021-05-19,"1,997",72,"Korea, Republic of"
2002,Anne-Marie,2021-05-19,"1,987",73,"Korea, Republic of"
Circles,Post Malone,2021-05-19,"1,980",74,"Korea, Republic of"
i n t e r l u d e,J. Cole,2021-05-19,"1,979",75,"Korea, Republic of"
Best Friend (feat. Doja Cat),Saweetie,2021-05-19,"1,976",76,"Korea, Republic of"
Light,TAEMIN,2021-05-19,"1,966",77,"Korea, Republic of"
I Like Me Better,Lauv,2021-05-19,"1,961",78,"Korea, Republic of"
VVS,"Mirani, Munchman, Khundi Panda, MUSHVENOM, JUSTHIS",2021-05-19,"1,947",79,"Korea, Republic of"
Save Your Tears,The Weeknd,2021-05-19,"1,939",80,"Korea, Republic of"
Hold my hand,IU,2021-05-19,"1,901",81,"Korea, Republic of"
positions,Ariana Grande,2021-05-19,"1,874",82,"Korea, Republic of"
Heat Waves,Glass Animals,2021-05-19,"1,855",83,"Korea, Republic of"
Stuck with U (with Justin Bieber),Ariana Grande,2021-05-19,"1,842",84,"Korea, Republic of"
Panorama,IZ*ONE,2021-05-19,"1,827",85,"Korea, Republic of"
Blue & Grey,BTS,2021-05-19,"1,824",86,"Korea, Republic of"
telepatía,Kali Uchis,2021-05-19,"1,807",87,"Korea, Republic of"
I CAN'T STOP ME,TWICE,2021-05-19,"1,785",88,"Korea, Republic of"
WE GO,fromis_9,2021-05-19,"1,774",89,"Korea, Republic of"
Memories,Maroon 5,2021-05-19,"1,760",90,"Korea, Republic of"
Film out,BTS,2021-05-19,"1,750",91,"Korea, Republic of"
METEOR,CHANGMO,2021-05-19,"1,730",92,"Korea, Republic of"
Nonstop,OH MY GIRL,2021-05-19,"1,729",93,"Korea, Republic of"
Someone You Loved,Lewis Capaldi,2021-05-19,"1,701",94,"Korea, Republic of"
As I Am (feat. Khalid),Justin Bieber,2021-05-19,"1,667",95,"Korea, Republic of"
ANL,NCT DREAM,2021-05-19,"1,662",96,"Korea, Republic of"
Square (2017),Yerin Baek,2021-05-19,"1,660",97,"Korea, Republic of"
365&7 (Feat. JAMIE),pH-1,2021-05-19,"1,659",98,"Korea, Republic of"
Psycho,Red Velvet,2021-05-19,"1,659",99,"Korea, Republic of"
Strings,TAEMIN,2021-05-19,"1,648",100,"Korea, Republic of"
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2021-05-19,"1,641",101,"Korea, Republic of"
"10,000 Hours (with Justin Bieber)",Dan + Shay,2021-05-19,"1,638",102,"Korea, Republic of"
Flu,IU,2021-05-19,"1,637",103,"Korea, Republic of"
Intentions (feat. Quavo),Justin Bieber,2021-05-19,"1,628",104,"Korea, Republic of"
Maniac,Conan Gray,2021-05-19,"1,613",105,"Korea, Republic of"
Goosebumps - Remix,"Travis Scott, HVME",2021-05-19,"1,599",106,"Korea, Republic of"
Bambi,BAEKHYUN,2021-05-19,"1,589",107,"Korea, Republic of"
pov,Ariana Grande,2021-05-19,"1,581",108,"Korea, Republic of"
NOT THE END,Highlight,2021-05-19,"1,575",109,"Korea, Republic of"
GENIUS (Feat. CHANGMO),D.Ark,2021-05-19,"1,570",110,"Korea, Republic of"
"How can I love the heartbreak, you're the one I love",AKMU,2021-05-19,"1,568",111,"Korea, Republic of"
comethru,Jeremy Zucker,2021-05-19,"1,567",112,"Korea, Republic of"
parachute,John K,2021-05-19,"1,565",113,"Korea, Republic of"
SAD KIDS,TAEMIN,2021-05-19,"1,555",114,"Korea, Republic of"
My sea,IU,2021-05-19,"1,555",115,"Korea, Republic of"
Pretty Savage,BLACKPINK,2021-05-19,"1,554",116,"Korea, Republic of"
Atlantis,SHINee,2021-05-19,"1,552",117,"Korea, Republic of"
Not Shy,ITZY,2021-05-19,"1,538",118,"Korea, Republic of"
Like Water,WENDY,2021-05-19,"1,536",119,"Korea, Republic of"
Euphoria,BTS,2021-05-19,"1,530",120,"Korea, Republic of"
Epilogue,IU,2021-05-19,"1,523",121,"Korea, Republic of"
Savage Love (Laxed – Siren Beat) [BTS Remix],"Jawsh 685, Jason Derulo",2021-05-19,"1,520",122,"Korea, Republic of"
Rocket,NCT DREAM,2021-05-19,"1,513",123,"Korea, Republic of"
Best Part (feat. Daniel Caesar),H.E.R.,2021-05-19,"1,498",124,"Korea, Republic of"
water color,Whee In,2021-05-19,"1,498",125,"Korea, Republic of"
Rainbow,NCT DREAM,2021-05-19,"1,494",126,"Korea, Republic of"
Little Bit of Love,Tom Grennan,2021-05-19,"1,493",127,"Korea, Republic of"
for lovers who hesitate,JANNABI,2021-05-19,"1,486",128,"Korea, Republic of"
Telepathy,BTS,2021-05-19,"1,480",129,"Korea, Republic of"
Streets,Doja Cat,2021-05-19,"1,476",130,"Korea, Republic of"
Troll (Feat. DEAN),IU,2021-05-19,"1,473",131,"Korea, Republic of"
All I Wanna Do (K) (Feat. Hoody & Loco),Jay Park,2021-05-19,"1,471",132,"Korea, Republic of"
Come Through (feat. Chris Brown),H.E.R.,2021-05-19,"1,469",133,"Korea, Republic of"
WANNABE,ITZY,2021-05-19,"1,465",134,"Korea, Republic of"
Love Yourself,Justin Bieber,2021-05-19,"1,459",135,"Korea, Republic of"
ON,BTS,2021-05-19,"1,450",136,"Korea, Republic of"
MAGO,GFRIEND,2021-05-19,"1,435",137,"Korea, Republic of"
Be Kind (with Halsey),Marshmello,2021-05-19,"1,429",138,"Korea, Republic of"
Bang!,AJR,2021-05-19,"1,418",139,"Korea, Republic of"
i'm so tired...,"Lauv, Troye Sivan",2021-05-19,"1,398",140,"Korea, Republic of"
BBIBBI,IU,2021-05-19,"1,393",141,"Korea, Republic of"
Adore You,Harry Styles,2021-05-19,"1,385",142,"Korea, Republic of"
Say So,Doja Cat,2021-05-19,"1,381",143,"Korea, Republic of"
WITHOUT YOU,The Kid LAROI,2021-05-19,"1,376",144,"Korea, Republic of"
Fly To My Room,BTS,2021-05-19,"1,372",145,"Korea, Republic of"
Stay,BTS,2021-05-19,"1,372",146,"Korea, Republic of"
Good Days,SZA,2021-05-19,"1,370",147,"Korea, Republic of"
Ice Cream (with Selena Gomez),BLACKPINK,2021-05-19,"1,369",148,"Korea, Republic of"
SO BAD,STAYC,2021-05-19,"1,362",149,"Korea, Republic of"
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,2021-05-19,"1,336",150,"Korea, Republic of"
You make Me,DAY6,2021-05-19,"1,329",151,"Korea, Republic of"
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-05-19,"1,327",152,"Korea, Republic of"
Filter,BTS,2021-05-19,"1,323",153,"Korea, Republic of"
Through the Night,IU,2021-05-19,"1,323",154,"Korea, Republic of"
Symphony (feat. Zara Larsson),Clean Bandit,2021-05-19,"1,319",155,"Korea, Republic of"
beside you,keshi,2021-05-19,"1,318",156,"Korea, Republic of"
We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,Martin Garrix,2021-05-19,"1,312",157,"Korea, Republic of"
Dis-ease,BTS,2021-05-19,"1,310",158,"Korea, Republic of"
TAIL,SUNMI,2021-05-19,"1,309",159,"Korea, Republic of"
Palette (feat. G-DRAGON),IU,2021-05-19,"1,299",160,"Korea, Republic of"
Never Not,Lauv,2021-05-19,"1,295",161,"Korea, Republic of"
9 5 . s o u t h,J. Cole,2021-05-19,"1,290",162,"Korea, Republic of"
FRIENDS,"lIlBOI, Wonstein",2021-05-19,"1,290",163,"Korea, Republic of"
As If It's Your Last,BLACKPINK,2021-05-19,"1,286",164,"Korea, Republic of"
夜に駆ける,YOASOBI,2021-05-19,"1,285",165,"Korea, Republic of"
Painkiller,Ruel,2021-05-19,"1,285",166,"Korea, Republic of"
Falling,Harry Styles,2021-05-19,"1,278",167,"Korea, Republic of"
BED,"Joel Corry, RAYE, David Guetta",2021-05-19,"1,276",168,"Korea, Republic of"
Closer,"The Chainsmokers, Halsey",2021-05-19,"1,275",169,"Korea, Republic of"
Blueberry Eyes (feat. SUGA of BTS),MAX,2021-05-19,"1,274",170,"Korea, Republic of"
Lonely (with benny blanco),Justin Bieber,2021-05-19,"1,273",171,"Korea, Republic of"
If I Can't Have You,Shawn Mendes,2021-05-19,"1,273",172,"Korea, Republic of"
If the World Was Ending - feat. Julia Michaels,JP Saxe,2021-05-19,"1,272",173,"Korea, Republic of"
Paris in the Rain,Lauv,2021-05-19,"1,270",174,"Korea, Republic of"
Shape of You,Ed Sheeran,2021-05-19,"1,269",175,"Korea, Republic of"
Miss The Rage (feat. Playboi Carti),Trippie Redd,2021-05-19,"1,264",176,"Korea, Republic of"
Electric,Katy Perry,2021-05-19,"1,263",177,"Korea, Republic of"
Strawberries & Cigarettes,Troye Sivan,2021-05-19,"1,249",178,"Korea, Republic of"
Next Level,A$ton Wyld,2021-05-19,"1,242",179,"Korea, Republic of"
Astronomy,Conan Gray,2021-05-19,"1,238",180,"Korea, Republic of"
Rain On Me (with Ariana Grande),Lady Gaga,2021-05-19,"1,236",181,"Korea, Republic of"
Do you want to walk with me? (Romance 101 X Jukjae),Jukjae,2021-05-19,"1,232",182,"Korea, Republic of"
Something Just Like This,"The Chainsmokers, Coldplay",2021-05-19,"1,216",183,"Korea, Republic of"
Believers,"Alan Walker, Conor Maynard",2021-05-19,"1,215",184,"Korea, Republic of"
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,2021-05-19,"1,212",185,"Korea, Republic of"
Forever (약속),aespa,2021-05-19,"1,208",186,"Korea, Republic of"
Youngblood,5 Seconds of Summer,2021-05-19,"1,207",187,"Korea, Republic of"
this is how you fall in love,"Jeremy Zucker, Chelsea Cutler",2021-05-19,"1,207",188,"Korea, Republic of"
Be There For You,NCT DREAM,2021-05-19,"1,204",189,"Korea, Republic of"
친구,BTS,2021-05-19,"1,204",190,"Korea, Republic of"
Kill This Love,BLACKPINK,2021-05-19,"1,203",191,"Korea, Republic of"
Sweet Night,V,2021-05-19,"1,195",192,"Korea, Republic of"
Like 1999,Valley,2021-05-19,"1,194",193,"Korea, Republic of"
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions",2021-05-19,"1,183",194,"Korea, Republic of"
Straightenin,Migos,2021-05-19,"1,183",195,"Korea, Republic of"
Your Shampoo Scent In The Flowers,Jang Beom June,2021-05-19,"1,181",196,"Korea, Republic of"
What Do I Call You,TAEYEON,2021-05-19,"1,176",197,"Korea, Republic of"
"thank u, next",Ariana Grande,2021-05-19,"1,176",198,"Korea, Republic of"
Arcade,Duncan Laurence,2021-05-19,"1,174",199,"Korea, Republic of"
Señorita,"Shawn Mendes, Camila Cabello",2021-05-19,"1,173",200,"Korea, Republic of"
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2021-05-15,"12,404",1,"Korea, Republic of"
Dun Dun Dance,OH MY GIRL,2021-05-15,"10,692",2,"Korea, Republic of"
Kiss Me More (feat. SZA),Doja Cat,2021-05-15,"8,067",3,"Korea, Republic of"
Hot Sauce,NCT DREAM,2021-05-15,"7,257",4,"Korea, Republic of"
LILAC,IU,2021-05-15,"7,006",5,"Korea, Republic of"
ASAP,STAYC,2021-05-15,"6,520",6,"Korea, Republic of"
In the morning,ITZY,2021-05-15,"6,426",7,"Korea, Republic of"
Levitating (feat. DaBaby),Dua Lipa,2021-05-15,"5,866",8,"Korea, Republic of"
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-05-15,"5,796",9,"Korea, Republic of"
Dynamite,BTS,2021-05-15,"5,644",10,"Korea, Republic of"
Rollin',Brave Girls,2021-05-15,"5,584",11,"Korea, Republic of"
Celebrity,IU,2021-05-15,"5,268",12,"Korea, Republic of"
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,2021-05-15,"5,034",13,"Korea, Republic of"
MONTERO (Call Me By Your Name),Lil Nas X,2021-05-15,"4,894",14,"Korea, Republic of"
Hold On,Justin Bieber,2021-05-15,"4,859",15,"Korea, Republic of"
Dive Into You,NCT DREAM,2021-05-15,"4,805",16,"Korea, Republic of"
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,2021-05-15,"4,221",17,"Korea, Republic of"
On The Ground,ROSÉ,2021-05-15,"4,200",18,"Korea, Republic of"
Your Power,Billie Eilish,2021-05-15,"3,848",19,"Korea, Republic of"
Heartbreak Anniversary,Giveon,2021-05-15,"3,808",20,"Korea, Republic of"
We Ride,Brave Girls,2021-05-15,"3,736",21,"Korea, Republic of"
MELODY,ASH ISLAND,2021-05-15,"3,651",22,"Korea, Republic of"
deja vu,Olivia Rodrigo,2021-05-15,"3,546",23,"Korea, Republic of"
good 4 u,Olivia Rodrigo,2021-05-15,"3,482",24,"Korea, Republic of"
i n t e r l u d e,J. Cole,2021-05-15,"3,439",25,"Korea, Republic of"
a m a r i,J. Cole,2021-05-15,"3,423",26,"Korea, Republic of"
Astronaut In The Ocean,Masked Wolf,2021-05-15,"3,366",27,"Korea, Republic of"
Coin,IU,2021-05-15,"3,325",28,"Korea, Republic of"
m y . l i f e (with 21 Savage & Morray),J. Cole,2021-05-15,"3,292",29,"Korea, Republic of"
My Youth,NCT DREAM,2021-05-15,"3,289",30,"Korea, Republic of"
Off My Face,Justin Bieber,2021-05-15,"3,225",31,"Korea, Republic of"
Life Goes On,BTS,2021-05-15,"3,194",32,"Korea, Republic of"
Diggity,NCT DREAM,2021-05-15,"3,190",33,"Korea, Republic of"
Irreplaceable,NCT DREAM,2021-05-15,"3,171",34,"Korea, Republic of"
Lovesick Girls,BLACKPINK,2021-05-15,"3,111",35,"Korea, Republic of"
LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,2021-05-15,"3,093",36,"Korea, Republic of"
eight(Prod.&Feat. SUGA of BTS),IU,2021-05-15,"3,075",37,"Korea, Republic of"
p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,2021-05-15,"3,016",38,"Korea, Republic of"
Higher Power,Coldplay,2021-05-15,"2,789",39,"Korea, Republic of"
"Siren Remix (Feat. UNEDUCATED KID, Paul Blanco)",homieduel,2021-05-15,"2,702",40,"Korea, Republic of"
After School,Weeekly,2021-05-15,"2,664",41,"Korea, Republic of"
Blinding Lights,The Weeknd,2021-05-15,"2,647",42,"Korea, Republic of"
At My Worst,Pink Sweat$,2021-05-15,"2,626",43,"Korea, Republic of"
Blueming,IU,2021-05-15,"2,618",44,"Korea, Republic of"
Holy (feat. Chance The Rapper),Justin Bieber,2021-05-15,"2,539",45,"Korea, Republic of"
"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",DJ Khaled,2021-05-15,"2,488",46,"Korea, Republic of"
Timeless,SG Wannabe,2021-05-15,"2,448",47,"Korea, Republic of"
Ah puh,IU,2021-05-15,"2,437",48,"Korea, Republic of"
9 5 . s o u t h,J. Cole,2021-05-15,"2,432",49,"Korea, Republic of"
Anyone,Justin Bieber,2021-05-15,"2,404",50,"Korea, Republic of"
Rocket,NCT DREAM,2021-05-15,"2,396",51,"Korea, Republic of"
drivers license,Olivia Rodrigo,2021-05-15,"2,395",52,"Korea, Republic of"
사이렌,homieduel,2021-05-15,"2,393",53,"Korea, Republic of"
a p p l y i n g . p r e s s u r e,J. Cole,2021-05-15,"2,392",54,"Korea, Republic of"
RAPSTAR,Polo G,2021-05-15,"2,386",55,"Korea, Republic of"
ANL,NCT DREAM,2021-05-15,"2,380",56,"Korea, Republic of"
Boy With Luv (feat. Halsey),BTS,2021-05-15,"2,354",57,"Korea, Republic of"
